poleId,height,heightNumeric,diameter,poleType,status,latitude,longitude,ponNumber,zoneNumber,dropCount
LAW.P.A860,7m,7.0,140-160mm,feeder,Permission not granted,-26.37321513,27.804190355218967,47,4,0
LAW.P.A861,7m,7.0,140-160mm,feeder,Permission not granted,-26.3735252,27.804313935778755,47,4,0
LAW.P.A862,7m,7.0,120-140mm,distribution,Permission not granted,-26.37347118,27.80466071781307,47,4,0
LAW.P.A863,7m,7.0,120-140mm,distribution,Permission not granted,-26.37342748,27.80494314482856,47,4,0
LAW.P.A864,7m,7.0,120-140mm,distribution,Permission not granted,-26.37339855,27.805127045490483,47,4,0
LAW.P.A865,7m,7.0,120-140mm,distribution,Permission not granted,-26.3733527,27.805381873247978,47,4,0
LAW.P.A866,7m,7.0,120-140mm,distribution,Permission not granted,-26.3733051,27.805646848613197,47,4,0
LAW.P.A867,7m,7.0,120-140mm,distribution,Permission not granted,-26.37328187,27.80577568728805,47,4,0
LAW.P.A868,7m,7.0,140-160mm,feeder,Permission not granted,-26.37323737,27.806084333981477,47,4,0
LAW.P.A869,7m,7.0,120-140mm,distribution,Permission not granted,-26.37315691,27.804507029752134,47,4,0
LAW.P.A870,7m,7.0,120-140mm,distribution,Permission not granted,-26.37310158,27.80483005656872,47,4,0
LAW.P.A871,7m,7.0,120-140mm,distribution,Permission not granted,-26.37305843,27.805082010956262,47,4,0
LAW.P.A872,7m,7.0,120-140mm,distribution,Permission not granted,-26.37298507,27.80553916321986,47,4,0
LAW.P.A873,7m,7.0,120-140mm,distribution,Permission not granted,-26.37294185,27.80581165561672,47,4,0
LAW.P.A874,7m,7.0,140-160mm,feeder,Permission not granted,-26.37290705,27.80602930414126,47,4,0
LAW.P.A875,7m,7.0,140-160mm,feeder,Permission not granted,-26.37288444,27.804001979169353,48,4,0
LAW.P.A876,7m,7.0,120-140mm,distribution,Permission not granted,-26.37285988,27.804189779797692,48,4,0
LAW.P.A877,7m,7.0,120-140mm,distribution,Permission not granted,-26.37282837,27.804407589753335,48,4,0
LAW.P.A878,7m,7.0,120-140mm,distribution,Permission not granted,-26.37277071,27.804798252424597,48,4,0
LAW.P.A879,7m,7.0,120-140mm,distribution,Permission not granted,-26.37271039,27.805109943048393,48,4,0
LAW.P.A880,7m,7.0,120-140mm,distribution,Permission not granted,-26.37267105,27.805411032580285,48,4,0
LAW.P.A881,7m,7.0,140-160mm,feeder,Permission not granted,-26.37260583,27.80579318754517,48,4,0
LAW.P.A882,7m,7.0,140-160mm,feeder,Permission not granted,-26.37271682,27.80396822596137,48,4,0
LAW.P.A883,7m,7.0,120-140mm,distribution,Permission not granted,-26.37266488,27.80434868865057,48,4,0
LAW.P.A884,7m,7.0,140-160mm,feeder,Permission not granted,-26.3725841,27.804825365034862,48,4,0
LAW.P.A885,7m,7.0,140-160mm,feeder,Permission not granted,-26.37259496,27.803942481989186,48,4,0
LAW.P.A886,7m,7.0,140-160mm,feeder,Permission not granted,-26.37250343,27.803927035605877,48,4,0
LAW.P.A887,7m,7.0,120-140mm,distribution,Permission not granted,-26.37248801,27.80403235016128,48,4,0
LAW.P.A888,7m,7.0,120-140mm,distribution,Permission not granted,-26.37245182,27.80429496019079,48,4,0
LAW.P.A889,7m,7.0,120-140mm,distribution,Permission not granted,-26.37239244,27.80468934,48,4,0
LAW.P.A890,7m,7.0,120-140mm,distribution,Permission not granted,-26.37235319,27.804880470076494,48,4,0
LAW.P.A891,7m,7.0,120-140mm,distribution,Permission not granted,-26.37231006,27.805113546679486,48,4,0
LAW.P.A892,7m,7.0,140-160mm,feeder,Permission not granted,-26.37225857,27.805338949458175,48,4,0
LAW.P.A893,7m,7.0,140-160mm,feeder,Permission not granted,-26.37217963,27.805769159837805,48,4,0
LAW.P.A894,7m,7.0,140-160mm,feeder,Permission not granted,-26.37193477,27.805294326573055,48,4,0
LAW.P.A895,7m,7.0,120-140mm,distribution,Permission not granted,-26.37189129,27.805595245003488,48,4,0
LAW.P.A896,7m,7.0,140-160mm,feeder,Permission not granted,-26.37185555,27.805810475440484,48,4,0
LAW.P.A897,7m,7.0,140-160mm,feeder,Permission not granted,-26.37291712,27.80204693901471,49,4,0
LAW.P.A898,7m,7.0,140-160mm,feeder,Permission not granted,-26.37309733,27.802050371544325,49,4,0
LAW.P.A899,7m,7.0,140-160mm,feeder,Permission not granted,-26.37289438,27.802285070757428,49,4,0
LAW.P.A900,7m,7.0,120-140mm,distribution,Permission not granted,-26.37297633,27.802295797412516,49,4,0
LAW.P.A901,7m,7.0,120-140mm,distribution,Permission not granted,-26.37324493,27.802324973914324,49,4,0
LAW.P.A902,7m,7.0,120-140mm,distribution,Permission not granted,-26.37352296,27.802349859754106,49,4,0
LAW.P.A903,7m,7.0,120-140mm,distribution,Permission not granted,-26.37375116,27.80238013242172,49,4,0
LAW.P.A904,7m,7.0,120-140mm,distribution,Permission not granted,-26.37392809,27.802409620964685,49,4,0
LAW.P.A905,7m,7.0,120-140mm,distribution,Permission not granted,-26.37412268,27.802445002242347,49,4,0
LAW.P.A906,7m,7.0,120-140mm,distribution,Permission not granted,-26.37427898,27.802471714555782,49,4,0
LAW.P.A907,7m,7.0,140-160mm,feeder,Permission not granted,-26.37451668,27.802518728573673,49,4,0
LAW.P.A908,7m,7.0,140-160mm,feeder,Permission not granted,-26.37284632,27.802602579747727,49,4,0
LAW.P.A909,7m,7.0,120-140mm,distribution,Permission not granted,-26.37296775,27.802623603991695,49,4,0
LAW.P.A910,7m,7.0,120-140mm,distribution,Permission not granted,-26.37304155,27.80263819,49,4,0
LAW.P.A911,7m,7.0,120-140mm,distribution,Permission not granted,-26.37316512,27.802656213023134,49,4,0
LAW.P.A912,7m,7.0,120-140mm,distribution,Permission not granted,-26.37330414,27.802685389524942,49,4,0
LAW.P.A913,7m,7.0,120-140mm,distribution,Permission not granted,-26.37347233,27.802712849761942,49,4,0
LAW.P.A914,7m,7.0,120-140mm,distribution,Permission not granted,-26.37374951,27.80274974945541,49,4,0
LAW.P.A915,7m,7.0,140-160mm,feeder,Permission not granted,-26.37413266,27.802821403511327,49,4,0
LAW.P.A916,7m,7.0,140-160mm,feeder,Permission not granted,-26.37347791,27.801663782895325,50,5,0
LAW.P.A917,7m,7.0,140-160mm,feeder,Permission not granted,-26.37350077,27.801558785491974,50,5,0
LAW.P.A918,7m,7.0,120-140mm,distribution,Permission not granted,-26.37376195,27.801577969654705,50,5,0
LAW.P.A919,7m,7.0,120-140mm,distribution,Permission not granted,-26.37397677,27.801593346358036,50,5,0
LAW.P.A920,7m,7.0,120-140mm,distribution,Permission not granted,-26.37424079,27.801610578686137,50,5,0
LAW.P.A921,7m,7.0,140-160mm,feeder,Permission not granted,-26.37448707,27.801603713626886,50,5,0
LAW.P.A922,7m,7.0,140-160mm,feeder,Permission not granted,-26.3744512,27.801809837910874,50,5,0
LAW.P.A923,7m,7.0,140-160mm,feeder,Permission not granted,-26.37474966,27.801612294950942,50,5,0
LAW.P.A924,7m,7.0,140-160mm,feeder,Permission not granted,-26.37471604,27.80178066075077,50,5,0
LAW.P.A925,7m,7.0,120-140mm,distribution,Permission not granted,-26.37501654,27.801632890128694,50,5,0
LAW.P.A926,7m,7.0,120-140mm,distribution,Permission not granted,-26.37524223,27.801650910909228,50,5,0
LAW.P.A927,7m,7.0,140-160mm,feeder,Permission not granted,-26.37544818,27.80165262717404,50,5,0
LAW.P.A928,7m,7.0,140-160mm,feeder,Permission not granted,-26.37544217,27.801781347034975,50,5,0
LAW.P.A929,7m,7.0,140-160mm,feeder,Permission not granted,-26.37564669,27.80177086353372,50,5,0
LAW.P.A930,7m,7.0,140-160mm,feeder,Permission not granted,-26.37564984,27.80148271695761,50,5,0
LAW.P.A931,7m,7.0,140-160mm,feeder,Permission not granted,-26.37621487,27.801452663180566,50,5,0
LAW.P.A932,7m,7.0,140-160mm,feeder,Permission not granted,-26.37619991,27.801947824721776,50,5,0
LAW.P.A933,7m,7.0,140-160mm,feeder,Permission not granted,-26.37173254,27.803630411046107,51,6,0
LAW.P.A934,7m,7.0,140-160mm,feeder,Permission not granted,-26.37175294,27.80349374282071,51,6,0
LAW.P.A935,7m,7.0,120-140mm,distribution,Permission not granted,-26.3717939,27.803232651579204,51,6,0
LAW.P.A936,7m,7.0,120-140mm,distribution,Permission not granted,-26.37182803,27.80293401780624,51,6,0
LAW.P.A937,7m,7.0,120-140mm,distribution,Permission not granted,-26.37186727,27.80272241444711,51,6,0
LAW.P.A938,7m,7.0,120-140mm,distribution,Permission not granted,-26.3718895,27.802481473692485,51,6,0
LAW.P.A939,7m,7.0,140-160mm,feeder,Permission not granted,-26.37193724,27.802101256199347,51,6,0
LAW.P.A940,7m,7.0,140-160mm,feeder,Permission not granted,-26.37207635,27.80356888400558,51,6,0
LAW.P.A941,7m,7.0,120-140mm,distribution,Permission not granted,-26.37212348,27.80321539148894,51,6,0
LAW.P.A942,7m,7.0,120-140mm,distribution,Permission not granted,-26.37214199,27.802917447796343,51,6,0
LAW.P.A943,7m,7.0,120-140mm,distribution,Permission not granted,-26.37220959,27.802584256278465,51,6,0
LAW.P.A944,7m,7.0,140-160mm,feeder,Permission not granted,-26.37226993,27.80227443,51,6,0
LAW.P.A945,7m,7.0,140-160mm,feeder,Permission not granted,-26.37240122,27.80366399032553,51,6,0
LAW.P.A946,7m,7.0,120-140mm,distribution,Permission not granted,-26.37242142,27.80342327875467,51,6,0
LAW.P.A947,7m,7.0,120-140mm,distribution,Permission not granted,-26.3724938,27.803078202726525,51,6,0
LAW.P.A948,7m,7.0,120-140mm,distribution,Permission not granted,-26.37252242,27.802743226484562,51,6,0
LAW.P.A949,7m,7.0,120-140mm,distribution,Permission not granted,-26.37255777,27.802457065875856,51,6,0
LAW.P.A950,7m,7.0,140-160mm,feeder,Permission not granted,-26.37263352,27.802017725176604,51,6,0
LAW.P.A951,7m,7.0,140-160mm,feeder,Permission not granted,-26.37170544,27.803758913165133,52,6,0
LAW.P.A952,7m,7.0,140-160mm,feeder,Permission not granted,-26.3717758,27.80377650487946,52,6,0
LAW.P.A953,7m,7.0,140-160mm,feeder,Permission not granted,-26.37173754,27.80395437414071,52,6,0
LAW.P.A954,7m,7.0,120-140mm,distribution,Permission not granted,-26.37169421,27.804253125920233,52,6,0
LAW.P.A955,7m,7.0,120-140mm,distribution,Permission not granted,-26.37164844,27.80463642506166,52,6,0
LAW.P.A956,7m,7.0,120-140mm,distribution,Permission not granted,-26.37160182,27.805074644677063,52,6,0
LAW.P.A957,7m,7.0,120-140mm,distribution,Permission not granted,-26.37156864,27.80545908799503,52,6,0
LAW.P.A958,7m,7.0,140-160mm,feeder,Permission not granted,-26.37154118,27.805654742183638,52,6,0
LAW.P.A959,7m,7.0,140-160mm,feeder,Permission not granted,-26.37197453,27.803993397845304,52,6,0
LAW.P.A960,7m,7.0,140-160mm,feeder,Permission not granted,-26.37223769,27.804038020730424,52,6,0
LAW.P.A961,7m,7.0,120-140mm,distribution,Permission not granted,-26.37218322,27.804269879888636,52,6,0
LAW.P.A962,7m,7.0,120-140mm,distribution,Permission not granted,-26.37215069,27.804521069403588,52,6,0
LAW.P.A963,7m,7.0,140-160mm,feeder,Permission not granted,-26.3721094,27.80481159188621,52,6,0
LAW.P.A964,7m,7.0,120-140mm,distribution,Permission not granted,-26.37194021,27.80427257692144,52,6,0
LAW.P.A965,7m,7.0,140-160mm,feeder,Permission not granted,-26.37188901,27.804663885298638,52,6,0
LAW.P.A966,7m,7.0,140-160mm,feeder,Permission not granted,-26.37099003,27.803476214890466,53,6,0
LAW.P.A967,7m,7.0,140-160mm,feeder,Permission not granted,-26.3706435,27.803424670592925,53,6,0
LAW.P.A968,7m,7.0,120-140mm,distribution,Permission not granted,-26.37065498,27.80315897134676,53,6,0
LAW.P.A969,7m,7.0,120-140mm,distribution,Permission not granted,-26.37069388,27.802705877436274,53,6,0
LAW.P.A970,7m,7.0,120-140mm,distribution,Permission not granted,-26.37072591,27.802334020060254,53,6,0
LAW.P.A971,7m,7.0,140-160mm,feeder,Permission not granted,-26.37075166,27.802030863952865,53,6,0
LAW.P.A972,7m,7.0,140-160mm,feeder,Permission not granted,-26.37140327,27.803566298195577,53,6,0
LAW.P.A973,7m,7.0,120-140mm,distribution,Permission not granted,-26.37141585,27.803467899012997,53,6,0
LAW.P.A974,7m,7.0,120-140mm,distribution,Permission not granted,-26.37146363,27.80318761707693,53,6,0
LAW.P.A975,7m,7.0,120-140mm,distribution,Permission not granted,-26.37151364,27.80285229627797,53,6,0
LAW.P.A976,7m,7.0,120-140mm,distribution,Permission not granted,-26.37156127,27.802437389259566,53,6,0
LAW.P.A977,7m,7.0,140-160mm,feeder,Permission not granted,-26.3715968,27.802068406484313,53,6,0
LAW.P.A978,7m,7.0,120-140mm,distribution,Permission not granted,-26.37102226,27.803228766115804,53,6,0
LAW.P.A979,7m,7.0,120-140mm,distribution,Permission not granted,-26.37105197,27.802870317058503,53,6,0
LAW.P.A980,7m,7.0,120-140mm,distribution,Permission not granted,-26.37106913,27.802638621308823,53,6,0
LAW.P.A981,7m,7.0,140-160mm,feeder,Permission not granted,-26.37110946,27.802192392457588,53,6,0
LAW.P.A982,7m,7.0,140-160mm,feeder,Permission not granted,-26.37098679,27.802181844580215,53,6,0
LAW.P.A983,7m,7.0,140-160mm,feeder,Permission not granted,-26.37097207,27.803630411046115,54,6,0
LAW.P.A984,7m,7.0,140-160mm,feeder,Permission not granted,-26.37094735,27.80381147377516,54,6,0
LAW.P.A985,7m,7.0,120-140mm,distribution,Permission not granted,-26.37091599,27.80404609890308,54,6,0
LAW.P.A986,7m,7.0,120-140mm,distribution,Permission not granted,-26.37086362,27.804573487366056,54,6,0
LAW.P.A987,7m,7.0,120-140mm,distribution,Permission not granted,-26.37084361,27.80490322866017,54,6,0
LAW.P.A988,7m,7.0,120-140mm,distribution,Permission not granted,-26.37079222,27.805365739015755,54,6,0
LAW.P.A989,7m,7.0,140-160mm,feeder,Permission not granted,-26.37076655,27.805637551407294,54,6,0
LAW.P.A990,7m,7.0,140-160mm,feeder,Permission not granted,-26.37125853,27.803888955980327,54,6,0
LAW.P.A991,7m,7.0,120-140mm,distribution,Permission not granted,-26.37122337,27.80408739682912,54,6,0
LAW.P.A992,7m,7.0,120-140mm,distribution,Permission not granted,-26.37118364,27.80443325737367,54,6,0
LAW.P.A993,7m,7.0,120-140mm,distribution,Permission not granted,-26.37115075,27.804681672150195,54,6,0
LAW.P.A994,7m,7.0,120-140mm,distribution,Permission not granted,-26.37111294,27.805003895293392,54,6,0
LAW.P.A995,7m,7.0,120-140mm,distribution,Permission not granted,-26.37107851,27.805238897887673,54,6,0
LAW.P.A996,7m,7.0,140-160mm,feeder,Permission not granted,-26.37106369,27.805409325972274,54,6,0
LAW.P.A997,7m,7.0,140-160mm,feeder,Permission not granted,-26.37149924,27.80393433048671,54,6,0
LAW.P.A998,7m,7.0,120-140mm,distribution,Permission not granted,-26.37143753,27.80427586903885,54,6,0
LAW.P.A999,7m,7.0,120-140mm,distribution,Permission not granted,-26.37142295,27.804429610228627,54,6,0
LAW.P.B001,7m,7.0,120-140mm,distribution,Permission not granted,-26.3713702,27.80483584607315,54,6,0
LAW.P.B002,7m,7.0,120-140mm,distribution,Permission not granted,-26.37135449,27.805023253216895,54,6,0
LAW.P.B003,7m,7.0,120-140mm,distribution,Permission not granted,-26.37132182,27.805384154792485,54,6,0
LAW.P.B004,7m,7.0,140-160mm,feeder,Permission not granted,-26.37129053,27.805738093639434,54,6,0
LAW.P.B005,7m,7.0,140-160mm,feeder,Permission not granted,-26.37015962,27.803385232875712,55,6,0
LAW.P.B006,7m,7.0,120-140mm,distribution,Permission not granted,-26.37016134,27.803172457361914,55,6,0
LAW.P.B007,7m,7.0,120-140mm,distribution,Permission not granted,-26.37017024,27.802991655393903,55,6,0
LAW.P.B008,7m,7.0,120-140mm,distribution,Permission not granted,-26.37017542,27.8028027,55,6,0
LAW.P.B009,7m,7.0,120-140mm,distribution,Permission not granted,-26.37017843,27.80258583814978,55,6,0
LAW.P.B010,7m,7.0,140-160mm,feeder,Permission not granted,-26.37021099,27.80215878075437,55,6,0
LAW.P.B011,7m,7.0,140-160mm,feeder,Permission not granted,-26.37040405,27.80340645,55,6,0
LAW.P.B012,7m,7.0,120-140mm,distribution,Permission not granted,-26.37041165,27.803229665241467,55,6,0
LAW.P.B013,7m,7.0,120-140mm,distribution,Permission not granted,-26.37041384,27.80301952483066,55,6,0
LAW.P.B014,7m,7.0,120-140mm,distribution,Permission not granted,-26.37043298,27.80264348980711,55,6,0
LAW.P.B015,7m,7.0,120-140mm,distribution,Permission not granted,-26.37045516,27.80244724,55,6,0
LAW.P.B016,7m,7.0,140-160mm,feeder,Permission not granted,-26.3704654,27.802267211253174,55,6,0
LAW.P.B017,7m,7.0,140-160mm,feeder,Permission not granted,-26.36989057,27.803363165779455,55,6,0
LAW.P.B018,7m,7.0,120-140mm,distribution,Permission not granted,-26.36991359,27.80315143,55,6,0
LAW.P.B019,7m,7.0,120-140mm,distribution,Permission not granted,-26.3699293,27.802708157782515,55,6,0
LAW.P.B020,7m,7.0,140-160mm,feeder,Permission not granted,-26.36995062,27.802324365907303,55,6,0
LAW.P.B021,7m,7.0,140-160mm,feeder,Permission not granted,-26.36965123,27.803339401214252,55,6,0
LAW.P.B022,7m,7.0,120-140mm,distribution,Permission not granted,-26.36965747,27.80312836835742,55,6,0
LAW.P.B023,7m,7.0,120-140mm,distribution,Permission not granted,-26.36964115,27.80287324,55,6,0
LAW.P.B024,7m,7.0,120-140mm,distribution,Permission not granted,-26.36962406,27.80262483454645,55,6,0
LAW.P.B025,7m,7.0,140-160mm,feeder,Permission not granted,-26.36961894,27.80226140810098,55,6,0
LAW.P.B026,7m,7.0,140-160mm,feeder,Permission not granted,-26.3694365,27.803342796152137,55,6,0
LAW.P.B027,7m,7.0,120-140mm,distribution,Permission not granted,-26.36941665,27.80307798092371,55,6,0
LAW.P.B028,7m,7.0,120-140mm,distribution,Permission not granted,-26.36938672,27.802755851217302,55,6,0
LAW.P.B029,7m,7.0,120-140mm,distribution,Permission not granted,-26.36938167,27.802484840287878,55,6,0
LAW.P.B030,7m,7.0,140-160mm,feeder,Permission not granted,-26.3693833,27.802219912567338,55,6,0
LAW.P.B031,7m,7.0,140-160mm,feeder,Permission not granted,-26.37015283,27.803498963294892,56,6,0
LAW.P.B032,7m,7.0,140-160mm,feeder,Permission not granted,-26.37015579,27.80364706252793,56,6,0
LAW.P.B033,7m,7.0,140-160mm,feeder,Permission not granted,-26.36988569,27.803624832777782,56,6,0
LAW.P.B034,7m,7.0,120-140mm,distribution,Permission not granted,-26.36987067,27.80395940907158,56,6,0
LAW.P.B035,7m,7.0,120-140mm,distribution,Permission not granted,-26.36986421,27.804131671081542,56,6,0
LAW.P.B036,7m,7.0,120-140mm,distribution,Permission not granted,-26.36982673,27.804639392769513,56,6,0
LAW.P.B037,7m,7.0,120-140mm,distribution,Permission not granted,-26.36981188,27.804866483951688,56,6,0
LAW.P.B038,7m,7.0,120-140mm,distribution,Permission not granted,-26.36980754,27.805148658895437,56,6,0
LAW.P.B039,7m,7.0,140-160mm,feeder,Permission not granted,-26.36978903,27.80548784338164,56,6,0
LAW.P.B040,7m,7.0,140-160mm,feeder,Permission not granted,-26.37040683,27.803658833473342,56,6,0
LAW.P.B041,7m,7.0,120-140mm,distribution,Permission not granted,-26.37038967,27.803884808340314,56,6,0
LAW.P.B042,7m,7.0,120-140mm,distribution,Permission not granted,-26.37037937,27.80403698382035,56,6,0
LAW.P.B043,7m,7.0,120-140mm,distribution,Permission not granted,-26.37035293,27.804469448274173,56,6,0
LAW.P.B044,7m,7.0,120-140mm,distribution,Permission not granted,-26.37033622,27.80470297566077,56,6,0
LAW.P.B045,7m,7.0,120-140mm,distribution,Permission not granted,-26.37031526,27.80501779340506,56,6,0
LAW.P.B046,7m,7.0,140-160mm,feeder,Permission not granted,-26.37029209,27.805315565350018,56,6,0
LAW.P.B047,7m,7.0,120-140mm,distribution,Permission not granted,-26.37014757,27.803792762599457,56,6,0
LAW.P.B048,7m,7.0,120-140mm,distribution,Permission not granted,-26.37012994,27.804095908912235,56,6,0
LAW.P.B049,7m,7.0,120-140mm,distribution,Permission not granted,-26.37012651,27.804245796039186,56,6,0
LAW.P.B050,7m,7.0,120-140mm,distribution,Permission not granted,-26.37010935,27.804554723705426,56,6,0
LAW.P.B051,7m,7.0,120-140mm,distribution,Permission not granted,-26.37009905,27.804845344547005,56,6,0
LAW.P.B052,7m,7.0,120-140mm,distribution,Permission not granted,-26.37008303,27.805095919209624,56,6,0
LAW.P.B053,7m,7.0,140-160mm,feeder,Permission not granted,-26.37004756,27.805512399470775,56,6,0
LAW.P.B054,7m,7.0,140-160mm,feeder,Permission not granted,-26.36910047,27.803361919660816,57,6,0
LAW.P.B055,7m,7.0,140-160mm,feeder,Permission not granted,-26.36918514,27.80335448,57,6,0
LAW.P.B056,7m,7.0,120-140mm,distribution,Permission not granted,-26.3691664,27.803076018547486,57,6,0
LAW.P.B057,7m,7.0,120-140mm,distribution,Permission not granted,-26.36916869,27.802883796888494,57,6,0
LAW.P.B058,7m,7.0,120-140mm,distribution,Permission not granted,-26.36916116,27.802595937935966,57,6,0
LAW.P.B059,7m,7.0,120-140mm,distribution,Permission not granted,-26.3691519,27.802422558273044,57,6,0
LAW.P.B060,7m,7.0,140-160mm,feeder,Permission not granted,-26.36913242,27.802152144771586,57,6,0
LAW.P.B061,7m,7.0,140-160mm,feeder,Permission not granted,-26.36894338,27.80338353540677,57,6,0
LAW.P.B062,7m,7.0,120-140mm,distribution,Permission not granted,-26.36892236,27.803133159503606,57,6,0
LAW.P.B063,7m,7.0,120-140mm,distribution,Permission not granted,-26.36890721,27.802914330803095,57,6,0
LAW.P.B064,7m,7.0,120-140mm,distribution,Permission not granted,-26.36888894,27.802582306369775,57,6,0
LAW.P.B065,7m,7.0,120-140mm,distribution,Permission not granted,-26.36888665,27.802391228887323,57,6,0
LAW.P.B066,7m,7.0,120-140mm,distribution,Permission not granted,-26.36888112,27.802092039878467,57,6,0
LAW.P.B067,7m,7.0,140-160mm,feeder,Permission not granted,-26.36887523,27.801920343513448,57,6,0
LAW.P.B068,7m,7.0,140-160mm,feeder,Permission not granted,-26.36870404,27.803415787316684,57,6,0
LAW.P.B069,7m,7.0,120-140mm,distribution,Permission not granted,-26.36868964,27.80325940683084,57,6,0
LAW.P.B070,7m,7.0,120-140mm,distribution,Permission not granted,-26.36865896,27.80284889950397,57,6,0
LAW.P.B071,7m,7.0,120-140mm,distribution,Permission not granted,-26.36864866,27.802612054959855,57,6,0
LAW.P.B072,7m,7.0,120-140mm,distribution,Permission not granted,-26.36864588,27.802284777464706,57,6,0
LAW.P.B073,7m,7.0,140-160mm,feeder,Permission not granted,-26.36863578,27.80198683377247,57,6,0
LAW.P.B074,7m,7.0,140-160mm,feeder,Permission not granted,-26.36839506,27.802010399940222,57,6,0
LAW.P.B075,7m,7.0,140-160mm,feeder,Permission not granted,-26.36840838,27.80241983330086,57,6,0
LAW.P.B076,7m,7.0,140-160mm,feeder,Permission not granted,-26.36812069,27.802436274257374,57,6,0
LAW.P.B077,7m,7.0,120-140mm,distribution,Permission not granted,-26.36840788,27.802467165662065,57,6,0
LAW.P.B078,7m,7.0,140-160mm,feeder,Permission not granted,-26.36842031,27.802816699536727,57,6,0
LAW.P.B079,7m,7.0,140-160mm,feeder,Permission not granted,-26.36910791,27.803446731746973,58,6,0
LAW.P.B080,7m,7.0,140-160mm,feeder,Permission not granted,-26.36911663,27.803649823083113,58,6,0
LAW.P.B081,7m,7.0,140-160mm,feeder,Permission not granted,-26.36887635,27.80367385079048,58,6,0
LAW.P.B082,7m,7.0,140-160mm,feeder,Permission not granted,-26.3695132,27.803593120599093,58,6,0
LAW.P.B083,7m,7.0,140-160mm,feeder,Permission not granted,-26.36950451,27.80380028229833,58,6,0
LAW.P.B084,7m,7.0,140-160mm,feeder,Permission not granted,-26.36935533,27.80381787401264,58,6,0
LAW.P.B085,7m,7.0,140-160mm,feeder,Permission not granted,-26.36936949,27.80413152140713,58,6,0
LAW.P.B086,7m,7.0,140-160mm,feeder,Permission not granted,-26.36948205,27.804123359373406,58,6,0
LAW.P.B087,7m,7.0,120-140mm,distribution,Permission not granted,-26.36948458,27.804484847553677,58,6,0
LAW.P.B088,7m,7.0,120-140mm,distribution,Permission not granted,-26.36947785,27.804861906237637,58,6,0
LAW.P.B089,7m,7.0,120-140mm,distribution,Permission not granted,-26.36948277,27.805195605590843,58,6,0
LAW.P.B090,7m,7.0,140-160mm,feeder,Permission not granted,-26.36948626,27.80549987606452,58,6,0
LAW.P.B091,7m,7.0,120-140mm,distribution,Permission not granted,-26.3691132,27.803918704570393,58,6,0
LAW.P.B092,7m,7.0,120-140mm,distribution,Permission not granted,-26.3691029,27.80443015,58,6,0
LAW.P.B093,7m,7.0,120-140mm,distribution,Permission not granted,-26.36911552,27.804871585199415,58,6,0
LAW.P.B094,7m,7.0,120-140mm,distribution,Permission not granted,-26.36913835,27.805106396440294,58,6,0
LAW.P.B095,7m,7.0,140-160mm,feeder,Permission not granted,-26.36916125,27.80532947424622,58,6,0
LAW.P.B096,7m,7.0,140-160mm,feeder,Permission not granted,-26.3703822,27.806796272816868,59,6,0
LAW.P.B097,7m,7.0,140-160mm,feeder,Permission not granted,-26.37040258,27.80661714,59,6,0
LAW.P.B098,7m,7.0,120-140mm,distribution,Permission not granted,-26.37072073,27.806692242884804,59,6,0
LAW.P.B099,7m,7.0,140-160mm,feeder,Permission not granted,-26.37106892,27.80675958765653,59,6,0
LAW.P.B100,7m,7.0,120-140mm,distribution,Permission not granted,-26.37108436,27.806658328032597,59,6,0
LAW.P.B101,7m,7.0,120-140mm,distribution,Permission not granted,-26.37114529,27.806319365732136,59,6,0
LAW.P.B102,7m,7.0,140-160mm,feeder,Permission not granted,-26.37117876,27.80612628594074,59,6,0
LAW.P.B103,7m,7.0,120-140mm,distribution,Permission not granted,-26.37043347,27.806384583795015,59,6,0
LAW.P.B104,7m,7.0,140-160mm,feeder,Permission not granted,-26.37047681,27.806068362003323,59,6,0
LAW.P.B105,7m,7.0,140-160mm,feeder,Permission not granted,-26.37082521,27.80611255582224,59,6,0
LAW.P.B106,7m,7.0,140-160mm,feeder,Permission not granted,-26.37078402,27.80642319975329,59,6,0
LAW.P.B107,7m,7.0,120-140mm,distribution,Permission not granted,-26.37049139,27.805911323772982,59,6,0
LAW.P.B108,7m,7.0,120-140mm,distribution,Permission not granted,-26.37051413,27.80556549641328,59,6,0
LAW.P.B109,7m,7.0,120-140mm,distribution,Permission not granted,-26.37053559,27.80526171754148,59,6,0
LAW.P.B110,7m,7.0,120-140mm,distribution,Permission not granted,-26.37055575,27.804960513066895,59,6,0
LAW.P.B111,7m,7.0,120-140mm,distribution,Permission not granted,-26.37056778,27.804775592844642,59,6,0
LAW.P.B112,7m,7.0,120-140mm,distribution,Permission not granted,-26.3705907,27.80444504045757,59,6,0
LAW.P.B113,7m,7.0,120-140mm,distribution,Permission not granted,-26.37061797,27.804145287280985,59,6,0
LAW.P.B114,7m,7.0,120-140mm,distribution,Permission not granted,-26.37063817,27.803894924242275,59,6,0
LAW.P.B115,7m,7.0,140-160mm,feeder,Permission not granted,-26.37065114,27.803693004011603,59,6,0
LAW.P.B116,7m,7.0,140-160mm,feeder,Permission not granted,-26.37002779,27.806741352342872,60,6,0
LAW.P.B117,7m,7.0,120-140mm,distribution,Permission not granted,-26.37005611,27.806536258697786,60,6,0
LAW.P.B118,7m,7.0,120-140mm,distribution,Permission not granted,-26.37008276,27.806395140841015,60,6,0
