poleId,height,heightNumeric,diameter,poleType,status,latitude,longitude,ponNumber,zoneNumber,dropCount
LAW.P.A001,7m,7.0,140-160mm,feeder,Permission not granted,-26.37849016,27.808374608968297,1,1,0
LAW.P.A002,7m,7.0,140-160mm,feeder,Permission not granted,-26.37844683,27.80865019,1,1,0
LAW.P.A003,7m,7.0,120-140mm,distribution,Permission not granted,-26.37840496,27.80890143,1,1,0
LAW.P.A004,7m,7.0,140-160mm,feeder,Permission not granted,-26.3783483,27.809276914664796,1,1,0
LAW.P.A005,7m,7.0,140-160mm,feeder,Permission not granted,-26.37852622,27.8093114,1,1,0
LAW.P.A006,7m,7.0,120-140mm,distribution,Permission not granted,-26.37850684,27.80943478,1,1,0
LAW.P.A007,7m,7.0,120-140mm,distribution,Permission not granted,-26.37846731,27.80968653,1,1,0
LAW.P.A008,7m,7.0,120-140mm,distribution,Permission not granted,-26.37844793,27.809809931600597,1,1,0
LAW.P.A009,7m,7.0,120-140mm,distribution,Permission not granted,-26.37840841,27.8100616,1,1,0
LAW.P.A010,7m,7.0,120-140mm,distribution,Permission not granted,-26.37838903,27.81018498,1,1,0
LAW.P.A011,7m,7.0,140-160mm,feeder,Permission not granted,-26.37834951,27.81043668,1,1,0
LAW.P.A012,7m,7.0,140-160mm,feeder,Permission not granted,-26.37817138,27.81040214,1,1,0
LAW.P.A013,7m,7.0,140-160mm,feeder,Permission not granted,-26.37879703,27.80871806,1,1,0
LAW.P.A014,7m,7.0,120-140mm,distribution,Permission not granted,-26.37876451,27.80892535,1,1,0
LAW.P.A015,7m,7.0,120-140mm,distribution,Permission not granted,-26.378742,27.80906847,1,1,0
LAW.P.A016,7m,7.0,120-140mm,distribution,Permission not granted,-26.37864502,27.80972096,1,1,0
LAW.P.A017,7m,7.0,120-140mm,distribution,Permission not granted,-26.37858604,27.81009602,1,1,0
LAW.P.A018,7m,7.0,140-160mm,feeder,Permission not granted,-26.37852706,27.81047111,1,1,0
LAW.P.A019,7m,7.0,140-160mm,feeder,Permission not granted,-26.37776553,27.808216733783187,2,1,0
LAW.P.A020,7m,7.0,140-160mm,feeder,Permission not granted,-26.37777254,27.808172047070098,2,1,0
LAW.P.A021,7m,7.0,120-140mm,distribution,Permission not granted,-26.37765205,27.80814869,2,1,0
LAW.P.A022,7m,7.0,120-140mm,distribution,Permission not granted,-26.37753867,27.80812672,2,1,0
LAW.P.A023,7m,7.0,140-160mm,feeder,Permission not granted,-26.37742589,27.80810486,2,1,0
LAW.P.A024,7m,7.0,120-140mm,distribution,Permission not granted,-26.37744528,27.80798146,2,1,0
LAW.P.A025,7m,7.0,140-160mm,feeder,Permission not granted,-26.37746467,27.80785811,2,1,0
LAW.P.A026,7m,7.0,120-140mm,distribution,Permission not granted,-26.37738711,27.808351638669198,2,1,0
LAW.P.A027,7m,7.0,140-160mm,feeder,Permission not granted,-26.37734833,27.80859838,2,1,0
LAW.P.A028,7m,7.0,140-160mm,feeder,Permission not granted,-26.37757454,27.80864221,2,1,0
LAW.P.A029,7m,7.0,140-160mm,feeder,Permission not granted,-26.37810773,27.808300578692098,2,1,0
LAW.P.A030,7m,7.0,140-160mm,feeder,Permission not granted,-26.37806625,27.80856462,2,1,0
LAW.P.A031,7m,7.0,140-160mm,feeder,Permission not granted,-26.37800576,27.808552878163002,2,1,0
LAW.P.A032,7m,7.0,120-140mm,distribution,Permission not granted,-26.37798488,27.808686191407396,2,1,0
LAW.P.A033,7m,7.0,120-140mm,distribution,Permission not granted,-26.37796391,27.80881941,2,1,0
LAW.P.A034,7m,7.0,120-140mm,distribution,Permission not granted,-26.37794294,27.80895263,2,1,0
LAW.P.A035,7m,7.0,120-140mm,distribution,Permission not granted,-26.37792197,27.809085948753598,2,1,0
LAW.P.A036,7m,7.0,120-140mm,distribution,Permission not granted,-26.377901,27.80921917,2,1,0
LAW.P.A037,7m,7.0,120-140mm,distribution,Permission not granted,-26.37785915,27.809485706264898,2,1,0
LAW.P.A038,7m,7.0,120-140mm,distribution,Permission not granted,-26.37779624,27.80988546,2,1,0
LAW.P.A039,7m,7.0,120-140mm,distribution,Permission not granted,-26.37777536,27.81001868,2,1,0
LAW.P.A040,7m,7.0,140-160mm,feeder,Permission not granted,-26.37773342,27.81028522,2,1,0
LAW.P.A041,7m,7.0,140-160mm,feeder,Permission not granted,-26.37851602,27.811628579228003,3,1,0
LAW.P.A042,7m,7.0,120-140mm,distribution,Permission not granted,-26.3783956,27.81160523,3,1,0
LAW.P.A043,7m,7.0,120-140mm,distribution,Permission not granted,-26.37816444,27.81156041,3,1,0
LAW.P.A044,7m,7.0,140-160mm,feeder,Permission not granted,-26.37793329,27.81151559,3,1,0
LAW.P.A045,7m,7.0,140-160mm,feeder,Permission not granted,-26.37794267,27.81145594,3,1,0
LAW.P.A046,7m,7.0,140-160mm,feeder,Permission not granted,-26.37773712,27.81141609,3,1,0
LAW.P.A047,7m,7.0,140-160mm,feeder,Permission not granted,-26.37772774,27.81147574,3,1,0
LAW.P.A048,7m,7.0,120-140mm,distribution,Permission not granted,-26.3775846,27.81144799,3,1,0
LAW.P.A049,7m,7.0,140-160mm,feeder,Permission not granted,-26.37755135,27.811441635439166,3,1,0
LAW.P.A050,7m,7.0,120-140mm,distribution,Permission not granted,-26.37756583,27.811351167344498,3,1,0
LAW.P.A051,7m,7.0,120-140mm,distribution,Permission not granted,-26.3775868,27.811217949221398,3,1,0
LAW.P.A052,7m,7.0,120-140mm,distribution,Permission not granted,-26.37762865,27.81095141,3,1,0
LAW.P.A053,7m,7.0,120-140mm,distribution,Permission not granted,-26.37764963,27.810818193718298,3,1,0
LAW.P.A054,7m,7.0,140-160mm,feeder,Permission not granted,-26.37769148,27.81055166,3,1,0
LAW.P.A055,7m,7.0,140-160mm,feeder,Permission not granted,-26.37786765,27.81058585,3,1,0
LAW.P.A056,7m,7.0,140-160mm,feeder,Permission not granted,-26.37796235,27.810595630065798,3,1,0
LAW.P.A057,7m,7.0,140-160mm,feeder,Permission not granted,-26.37793131,27.81079305,3,1,0
LAW.P.A058,7m,7.0,120-140mm,distribution,Permission not granted,-26.37810469,27.81082666,3,1,0
LAW.P.A059,7m,7.0,140-160mm,feeder,Permission not granted,-26.3782825,27.81086112,3,1,0
LAW.P.A060,7m,7.0,140-160mm,feeder,Permission not granted,-26.37825183,27.81105861,3,1,0
LAW.P.A061,7m,7.0,140-160mm,feeder,Permission not granted,-26.37833012,27.81056012,3,1,0
LAW.P.A062,7m,7.0,140-160mm,feeder,Permission not granted,-26.37846031,27.81089559,3,1,0
LAW.P.A063,7m,7.0,140-160mm,feeder,Permission not granted,-26.37867412,27.811863131790385,3,1,0
LAW.P.A064,7m,7.0,120-140mm,distribution,Permission not granted,-26.37925688,27.811975571707272,3,1,0
LAW.P.A065,7m,7.0,120-140mm,distribution,Permission not granted,-26.37986283,27.81209302046964,3,1,0
LAW.P.A066,7m,7.0,140-160mm,feeder,Permission not granted,-26.38041875,27.812200774685497,3,1,0
LAW.P.A067,7m,7.0,140-160mm,feeder,Permission not granted,-26.3804848,27.81200126224164,3,1,0
LAW.P.A068,7m,7.0,140-160mm,feeder,Permission not granted,-26.37730124,27.81116928,4,1,0
LAW.P.A069,7m,7.0,140-160mm,feeder,Permission not granted,-26.37714122,27.81113829,4,1,0
LAW.P.A070,7m,7.0,140-160mm,feeder,Permission not granted,-26.37711019,27.81133569,4,1,0
LAW.P.A071,7m,7.0,140-160mm,feeder,Permission not granted,-26.37695831,27.81130820226662,4,1,0
LAW.P.A072,7m,7.0,120-140mm,distribution,Permission not granted,-26.37700502,27.81101369,4,1,0
LAW.P.A073,7m,7.0,140-160mm,feeder,Permission not granted,-26.37703451,27.81082612,4,1,0
LAW.P.A074,7m,7.0,140-160mm,feeder,Permission not granted,-26.37701866,27.81069591,4,1,0
LAW.P.A075,7m,7.0,140-160mm,feeder,Permission not granted,-26.37703806,27.81057249,4,1,0
LAW.P.A076,7m,7.0,140-160mm,feeder,Permission not granted,-26.37726447,27.81061637,4,1,0
LAW.P.A077,7m,7.0,120-140mm,distribution,Permission not granted,-26.37707684,27.81032572,4,1,0
LAW.P.A078,7m,7.0,140-160mm,feeder,Permission not granted,-26.37711563,27.810078942773796,4,1,0
LAW.P.A079,7m,7.0,140-160mm,feeder,Permission not granted,-26.37734199,27.81012282,4,1,0
LAW.P.A080,7m,7.0,120-140mm,distribution,Permission not granted,-26.3771544,27.80983228,4,1,0
LAW.P.A081,7m,7.0,140-160mm,feeder,Permission not granted,-26.3771932,27.809585397608497,4,1,0
LAW.P.A082,7m,7.0,140-160mm,feeder,Permission not granted,-26.37741951,27.80962926,4,1,0
LAW.P.A083,7m,7.0,120-140mm,distribution,Permission not granted,-26.37721258,27.8094621,4,1,0
LAW.P.A084,7m,7.0,120-140mm,distribution,Permission not granted,-26.37725138,27.80921527,4,1,0
LAW.P.A085,7m,7.0,140-160mm,feeder,Permission not granted,-26.37727077,27.809091868101298,4,1,0
LAW.P.A086,7m,7.0,120-140mm,distribution,Permission not granted,-26.37738352,27.80911372,4,1,0
LAW.P.A087,7m,7.0,140-160mm,feeder,Permission not granted,-26.37749703,27.80913572,4,1,0
LAW.P.A088,7m,7.0,140-160mm,feeder,Permission not granted,-26.37657751,27.809931445374296,5,1,0
LAW.P.A089,7m,7.0,120-140mm,distribution,Permission not granted,-26.37652623,27.81024136852294,5,1,0
LAW.P.A090,7m,7.0,120-140mm,distribution,Permission not granted,-26.37648309,27.810543093435435,5,1,0
LAW.P.A091,7m,7.0,120-140mm,distribution,Permission not granted,-26.37643609,27.810874951672584,5,1,0
LAW.P.A092,7m,7.0,120-140mm,distribution,Permission not granted,-26.37641292,27.81113743465848,5,1,0
LAW.P.A093,7m,7.0,140-160mm,feeder,Permission not granted,-26.37640544,27.81137683699777,5,1,0
LAW.P.A094,7m,7.0,120-140mm,distribution,Permission not granted,-26.37628486,27.811349308831087,5,1,0
LAW.P.A095,7m,7.0,140-160mm,feeder,Permission not granted,-26.37609178,27.811305115012154,5,1,0
LAW.P.A096,7m,7.0,140-160mm,feeder,Permission not granted,-26.37616276,27.81068362227704,5,1,0
LAW.P.A097,7m,7.0,140-160mm,feeder,Permission not granted,-26.37588926,27.811264782789063,5,1,0
LAW.P.A098,7m,7.0,120-140mm,distribution,Permission not granted,-26.37593388,27.81089063705995,5,1,0
LAW.P.A099,7m,7.0,120-140mm,distribution,Permission not granted,-26.37598658,27.810553447255035,5,1,0
LAW.P.A100,7m,7.0,120-140mm,distribution,Permission not granted,-26.37602361,27.810262797852467,5,1,0
LAW.P.A101,7m,7.0,140-160mm,feeder,Permission not granted,-26.37603708,27.810085490494917,5,1,0
LAW.P.A102,7m,7.0,140-160mm,feeder,Permission not granted,-26.37618408,27.81013711162433,5,1,0
LAW.P.A103,7m,7.0,140-160mm,feeder,Permission not granted,-26.37622694,27.809820975015615,5,1,0
LAW.P.A104,7m,7.0,140-160mm,feeder,Permission not granted,-26.37662019,27.80967432,6,1,0
LAW.P.A105,7m,7.0,120-140mm,distribution,Permission not granted,-26.37664022,27.80954705,6,1,0
LAW.P.A106,7m,7.0,120-140mm,distribution,Permission not granted,-26.37667907,27.809300332047002,6,1,0
LAW.P.A107,7m,7.0,120-140mm,distribution,Permission not granted,-26.37671867,27.80904801,6,1,0
LAW.P.A108,7m,7.0,120-140mm,distribution,Permission not granted,-26.37675818,27.80879669,6,1,0
LAW.P.A109,7m,7.0,120-140mm,distribution,Permission not granted,-26.37679703,27.80854997,6,1,0
LAW.P.A110,7m,7.0,120-140mm,distribution,Permission not granted,-26.37683578,27.80830325,6,1,0
LAW.P.A111,7m,7.0,120-140mm,distribution,Permission not granted,-26.37685516,27.808179839936898,6,1,0
LAW.P.A112,7m,7.0,120-140mm,distribution,Permission not granted,-26.37687463,27.80805643,6,1,0
LAW.P.A113,7m,7.0,120-140mm,distribution,Permission not granted,-26.37689401,27.807933021322597,6,1,0
LAW.P.A114,7m,7.0,120-140mm,distribution,Permission not granted,-26.37691339,27.80780971,6,1,0
LAW.P.A115,7m,7.0,120-140mm,distribution,Permission not granted,-26.37695214,27.807562892322697,6,1,0
LAW.P.A116,7m,7.0,120-140mm,distribution,Permission not granted,-26.37699099,27.80731617,6,1,0
LAW.P.A117,7m,7.0,140-160mm,feeder,Permission not granted,-26.37702432,27.807103984514796,6,1,0
LAW.P.A118,7m,7.0,140-160mm,feeder,Permission not granted,-26.37705805,27.806947708981596,6,1,0
LAW.P.A119,7m,7.0,120-140mm,distribution,Permission not granted,-26.37708913,27.80675033,6,1,0
LAW.P.A120,7m,7.0,140-160mm,feeder,Permission not granted,-26.37711702,27.806572675002798,6,1,0
LAW.P.A121,7m,7.0,140-160mm,feeder,Permission not granted,-26.37712722,27.80649329,6,1,0
LAW.P.A122,7m,7.0,120-140mm,distribution,Permission not granted,-26.37715314,27.806328441482798,6,1,0
LAW.P.A123,7m,7.0,120-140mm,distribution,Permission not granted,-26.37719442,27.806065907254702,6,1,0
LAW.P.A124,7m,7.0,120-140mm,distribution,Permission not granted,-26.3772357,27.80580337,6,1,0
LAW.P.A125,7m,7.0,140-160mm,feeder,Permission not granted,-26.3772563,27.80567206,6,1,0
LAW.P.A126,7m,7.0,140-160mm,feeder,Permission not granted,-26.37609049,27.818552418615255,7,1,0
LAW.P.A127,7m,7.0,120-140mm,distribution,Permission not granted,-26.37601669,27.81808602365248,7,1,0
LAW.P.A128,7m,7.0,140-160mm,feeder,Permission not granted,-26.37594148,27.817771427785274,7,1,0
LAW.P.A129,7m,7.0,140-160mm,feeder,Permission not granted,-26.37621631,27.817773151852624,7,1,0
LAW.P.A130,7m,7.0,120-140mm,distribution,Permission not granted,-26.376244,27.817379022650115,7,1,0
LAW.P.A131,7m,7.0,140-160mm,feeder,Permission not granted,-26.37628487,27.81695895609623,7,1,0
LAW.P.A132,7m,7.0,120-140mm,distribution,Permission not granted,-26.375859,27.817308614143194,7,1,0
LAW.P.A133,7m,7.0,120-140mm,distribution,Permission not granted,-26.37584412,27.817069455002667,7,1,0
LAW.P.A134,7m,7.0,140-160mm,feeder,Permission not granted,-26.37585151,27.816886163101668,7,1,0
LAW.P.A135,7m,7.0,140-160mm,feeder,Permission not granted,-26.37559636,27.816875087500986,7,1,0
LAW.P.A136,7m,7.0,120-140mm,distribution,Permission not granted,-26.37558918,27.816715889291967,7,1,0
LAW.P.A137,7m,7.0,140-160mm,feeder,Permission not granted,-26.37555489,27.81624050211267,7,1,0
LAW.P.A138,7m,7.0,140-160mm,feeder,Permission not granted,-26.37586199,27.81649067702024,7,1,0
LAW.P.A139,7m,7.0,140-160mm,feeder,Permission not granted,-26.37613014,27.816474198433514,7,1,0
LAW.P.A140,7m,7.0,120-140mm,distribution,Permission not granted,-26.37590651,27.816293499512696,7,1,0
LAW.P.A141,7m,7.0,120-140mm,distribution,Permission not granted,-26.37594304,27.816113536654214,7,1,0
LAW.P.A142,7m,7.0,120-140mm,distribution,Permission not granted,-26.37601345,27.815881014559864,7,1,0
LAW.P.A143,7m,7.0,140-160mm,feeder,Permission not granted,-26.37607022,27.815693712644023,7,1,0
LAW.P.A144,7m,7.0,120-140mm,distribution,Permission not granted,-26.37596985,27.815415074723017,7,1,0
LAW.P.A145,7m,7.0,120-140mm,distribution,Permission not granted,-26.37585525,27.81516639786879,7,1,0
LAW.P.A146,7m,7.0,140-160mm,feeder,Permission not granted,-26.37575898,27.81492939003396,7,1,0
LAW.P.A147,7m,7.0,140-160mm,feeder,Permission not granted,-26.37586395,27.818961747773013,8,1,0
LAW.P.A148,7m,7.0,120-140mm,distribution,Permission not granted,-26.3758957,27.81912050226817,8,1,0
LAW.P.A149,7m,7.0,140-160mm,feeder,Permission not granted,-26.37592144,27.819355630547467,8,1,0
LAW.P.A150,7m,7.0,140-160mm,feeder,Permission not granted,-26.37567344,27.819369360665966,8,1,0
LAW.P.A151,7m,7.0,120-140mm,distribution,Permission not granted,-26.37579701,27.81857987885225,8,1,0
LAW.P.A152,7m,7.0,120-140mm,distribution,Permission not granted,-26.37572493,27.818169691562098,8,1,0
LAW.P.A153,7m,7.0,120-140mm,distribution,Permission not granted,-26.37567687,27.81799549068364,8,1,0
LAW.P.A154,7m,7.0,120-140mm,distribution,Permission not granted,-26.37560216,27.817723217919877,8,1,0
LAW.P.A155,7m,7.0,140-160mm,feeder,Permission not granted,-26.37548208,27.817272943197608,8,1,0
LAW.P.A156,7m,7.0,140-160mm,feeder,Permission not granted,-26.37519939,27.817341933467564,8,1,0
LAW.P.A157,7m,7.0,140-160mm,feeder,Permission not granted,-26.37525553,27.817648805191524,8,1,0
LAW.P.A158,7m,7.0,120-140mm,distribution,Permission not granted,-26.37531514,27.817917449122916,8,1,0
LAW.P.A159,7m,7.0,120-140mm,distribution,Permission not granted,-26.3754095,27.818222557247527,8,1,0
LAW.P.A160,7m,7.0,140-160mm,feeder,Permission not granted,-26.37552273,27.818544965317347,8,1,0
LAW.P.A161,7m,7.0,120-140mm,distribution,Permission not granted,-26.37493802,27.81775864613952,8,1,0
LAW.P.A162,7m,7.0,140-160mm,feeder,Permission not granted,-26.37470718,27.817837594320892,8,1,0
LAW.P.A163,7m,7.0,140-160mm,feeder,Permission not granted,-26.37605985,27.81151620525225,9,1,0
LAW.P.A164,7m,7.0,120-140mm,distribution,Permission not granted,-26.37603151,27.811655655318106,9,1,0
LAW.P.A165,7m,7.0,120-140mm,distribution,Permission not granted,-26.37596995,27.81197408037499,9,1,0
LAW.P.A166,7m,7.0,120-140mm,distribution,Permission not granted,-26.37590058,27.81230204418003,9,1,0
LAW.P.A167,7m,7.0,140-160mm,feeder,Permission not granted,-26.37585773,27.812589045134093,9,1,0
LAW.P.A168,7m,7.0,140-160mm,feeder,Permission not granted,-26.37637876,27.811580496888414,9,1,0
LAW.P.A169,7m,7.0,120-140mm,distribution,Permission not granted,-26.37636295,27.811705862845862,9,1,0
LAW.P.A170,7m,7.0,120-140mm,distribution,Permission not granted,-26.37630503,27.81205426460278,9,1,0
LAW.P.A171,7m,7.0,120-140mm,distribution,Permission not granted,-26.37625387,27.812315228708513,9,1,0
LAW.P.A172,7m,7.0,120-140mm,distribution,Permission not granted,-26.37622574,27.81246613153915,9,1,0
LAW.P.A173,7m,7.0,120-140mm,distribution,Permission not granted,-26.37619552,27.81263505527119,9,1,0
LAW.P.A174,7m,7.0,120-140mm,distribution,Permission not granted,-26.37615104,27.81288028174265,9,1,0
LAW.P.A175,7m,7.0,120-140mm,distribution,Permission not granted,-26.37609227,27.81329266357199,9,1,0
LAW.P.A176,7m,7.0,120-140mm,distribution,Permission not granted,-26.37605248,27.81355655232813,9,1,0
LAW.P.A177,7m,7.0,120-140mm,distribution,Permission not granted,-26.37603815,27.81365683,9,1,0
LAW.P.A178,7m,7.0,120-140mm,distribution,Permission not granted,-26.37600296,27.813916840990487,9,1,0
LAW.P.A179,7m,7.0,120-140mm,distribution,Permission not granted,-26.37596606,27.81419058522807,9,1,0
LAW.P.A180,7m,7.0,140-160mm,feeder,Permission not granted,-26.37593292,27.814475460754654,9,1,0
LAW.P.A181,7m,7.0,140-160mm,feeder,Permission not granted,-26.37571806,27.811444561528166,10,1,0
LAW.P.A182,7m,7.0,120-140mm,distribution,Permission not granted,-26.37568631,27.811571565124286,10,1,0
LAW.P.A183,7m,7.0,120-140mm,distribution,Permission not granted,-26.37561457,27.811975435591123,10,1,0
LAW.P.A184,7m,7.0,120-140mm,distribution,Permission not granted,-26.37554121,27.812463248214936,10,1,0
LAW.P.A185,7m,7.0,140-160mm,feeder,Permission not granted,-26.37548288,27.812789252143897,10,1,0
LAW.P.A186,7m,7.0,140-160mm,feeder,Permission not granted,-26.37581408,27.812807674396844,10,1,0
LAW.P.A187,7m,7.0,120-140mm,distribution,Permission not granted,-26.37579049,27.81301370101707,10,1,0
LAW.P.A188,7m,7.0,120-140mm,distribution,Permission not granted,-26.37573362,27.813368386577437,10,1,0
LAW.P.A189,7m,7.0,120-140mm,distribution,Permission not granted,-26.37568984,27.813641217211494,10,1,0
LAW.P.A190,7m,7.0,120-140mm,distribution,Permission not granted,-26.37565644,27.813896761471817,10,1,0
LAW.P.A191,7m,7.0,140-160mm,feeder,Permission not granted,-26.37563794,27.814039115951314,10,1,0
LAW.P.A192,7m,7.0,120-140mm,distribution,Permission not granted,-26.37542288,27.813124894901396,10,1,0
LAW.P.A193,7m,7.0,120-140mm,distribution,Permission not granted,-26.37537385,27.813461909021836,10,1,0
LAW.P.A194,7m,7.0,120-140mm,distribution,Permission not granted,-26.37532839,27.813774844614954,10,1,0
LAW.P.A195,7m,7.0,140-160mm,feeder,Permission not granted,-26.37527542,27.814138983816857,10,1,0
LAW.P.A196,7m,7.0,140-160mm,feeder,Permission not granted,-26.37537874,27.811385712327358,11,1,0
LAW.P.A197,7m,7.0,120-140mm,distribution,Permission not granted,-26.3753505,27.811541472866537,11,1,0
LAW.P.A198,7m,7.0,120-140mm,distribution,Permission not granted,-26.37531266,27.811815463761594,11,1,0
LAW.P.A199,7m,7.0,120-140mm,distribution,Permission not granted,-26.37527202,27.812113521896258,11,1,0
LAW.P.A200,7m,7.0,120-140mm,distribution,Permission not granted,-26.37521808,27.812500952554565,11,1,0
LAW.P.A201,7m,7.0,120-140mm,distribution,Permission not granted,-26.37515075,27.812886988826705,11,1,0
LAW.P.A202,7m,7.0,120-140mm,distribution,Permission not granted,-26.37511884,27.81313185177924,11,1,0
LAW.P.A203,7m,7.0,120-140mm,distribution,Permission not granted,-26.37507893,27.813385244945394,11,1,0
LAW.P.A204,7m,7.0,120-140mm,distribution,Permission not granted,-26.37501895,27.813803601176062,11,1,0
LAW.P.A205,7m,7.0,120-140mm,distribution,Permission not granted,-26.37496671,27.81416517287893,11,1,0
LAW.P.A206,7m,7.0,120-140mm,distribution,Permission not granted,-26.37493955,27.814475349797007,11,1,0
LAW.P.A207,7m,7.0,120-140mm,distribution,Permission not granted,-26.3749097,27.81490583858866,11,1,0
LAW.P.A208,7m,7.0,140-160mm,feeder,Permission not granted,-26.37490835,27.815224528230388,11,1,0
LAW.P.A209,7m,7.0,140-160mm,feeder,Permission not granted,-26.37519718,27.815223347578968,11,1,0
LAW.P.A210,7m,7.0,120-140mm,distribution,Permission not granted,-26.37521348,27.815065451216228,11,1,0
LAW.P.A211,7m,7.0,120-140mm,distribution,Permission not granted,-26.37523211,27.81479360401963,11,1,0
LAW.P.A212,7m,7.0,140-160mm,feeder,Permission not granted,-26.37525006,27.81452315418944,11,1,0
LAW.P.A213,7m,7.0,140-160mm,feeder,Permission not granted,-26.37522292,27.811224021499772,12,1,0
LAW.P.A214,7m,7.0,140-160mm,feeder,Permission not granted,-26.37523836,27.81102819259758,12,1,0
LAW.P.A215,7m,7.0,120-140mm,distribution,Permission not granted,-26.37529285,27.810675766887776,12,1,0
LAW.P.A216,7m,7.0,120-140mm,distribution,Permission not granted,-26.37532411,27.81033759276346,12,1,0
LAW.P.A217,7m,7.0,120-140mm,distribution,Permission not granted,-26.37535035,27.809996463092684,12,1,0
LAW.P.A218,7m,7.0,120-140mm,distribution,Permission not granted,-26.37536923,27.80980853209572,12,1,0
LAW.P.A219,7m,7.0,140-160mm,feeder,Permission not granted,-26.37540785,27.809375175230574,12,1,0
LAW.P.A220,7m,7.0,140-160mm,feeder,Permission not granted,-26.37557948,27.811118042147616,12,1,0
LAW.P.A221,7m,7.0,120-140mm,distribution,Permission not granted,-26.37559921,27.810950706328402,12,1,0
LAW.P.A222,7m,7.0,120-140mm,distribution,Permission not granted,-26.3756344,27.810647785589005,12,1,0
LAW.P.A223,7m,7.0,120-140mm,distribution,Permission not granted,-26.37567664,27.810373895500543,12,1,0
LAW.P.A224,7m,7.0,120-140mm,distribution,Permission not granted,-26.37571249,27.81007626940646,12,1,0
LAW.P.A225,7m,7.0,120-140mm,distribution,Permission not granted,-26.37575282,27.809737307106005,12,1,0
LAW.P.A226,7m,7.0,140-160mm,feeder,Permission not granted,-26.37577705,27.809411667074926,12,1,0
LAW.P.A227,7m,7.0,120-140mm,distribution,Permission not granted,-26.37604287,27.809416365586074,12,1,0
LAW.P.A228,7m,7.0,140-160mm,feeder,Permission not granted,-26.37624195,27.809416365586074,12,1,0
LAW.P.A229,7m,7.0,140-160mm,feeder,Permission not granted,-26.37475462,27.813381890829934,13,1,0
LAW.P.A230,7m,7.0,140-160mm,feeder,Permission not granted,-26.37484259,27.81339119507029,13,1,0
LAW.P.A231,7m,7.0,120-140mm,distribution,Permission not granted,-26.37492091,27.812775400216786,13,1,0
LAW.P.A232,7m,7.0,120-140mm,distribution,Permission not granted,-26.37495304,27.81240481169077,13,1,0
LAW.P.A233,7m,7.0,120-140mm,distribution,Permission not granted,-26.37499595,27.811983468679315,13,1,0
LAW.P.A234,7m,7.0,140-160mm,feeder,Permission not granted,-26.37503113,27.81165308770292,13,1,0
LAW.P.A235,7m,7.0,140-160mm,feeder,Permission not granted,-26.37462523,27.813369352515355,13,1,0
LAW.P.A236,7m,7.0,140-160mm,feeder,Permission not granted,-26.37463208,27.81315622897475,13,1,0
LAW.P.A237,7m,7.0,140-160mm,feeder,Permission not granted,-26.37447592,27.81314366369252,13,1,0
LAW.P.A238,7m,7.0,120-140mm,distribution,Permission not granted,-26.37452483,27.81261162160066,13,1,0
LAW.P.A239,7m,7.0,140-160mm,feeder,Permission not granted,-26.3745686,27.81227008490298,13,1,0
LAW.P.A240,7m,7.0,140-160mm,feeder,Permission not granted,-26.37435535,27.812231468944717,13,1,0
LAW.P.A241,7m,7.0,140-160mm,feeder,Permission not granted,-26.37428756,27.81222460388547,13,1,0
LAW.P.A242,7m,7.0,140-160mm,feeder,Permission not granted,-26.37408461,27.81220572497252,13,1,0
LAW.P.A243,7m,7.0,120-140mm,distribution,Permission not granted,-26.37406702,27.8126305,13,1,0
LAW.P.A244,7m,7.0,120-140mm,distribution,Permission not granted,-26.37404943,27.812905961016003,13,1,0
LAW.P.A245,7m,7.0,140-160mm,feeder,Permission not granted,-26.37402969,27.81319944229893,13,1,0
LAW.P.A246,7m,7.0,120-140mm,distribution,Permission not granted,-26.37459434,27.812060700595865,13,1,0
LAW.P.A247,7m,7.0,120-140mm,distribution,Permission not granted,-26.37461751,27.811872769598903,13,1,0
LAW.P.A248,7m,7.0,120-140mm,distribution,Permission not granted,-26.37464239,27.81165566210013,13,1,0
LAW.P.A249,7m,7.0,140-160mm,feeder,Permission not granted,-26.37468013,27.811359185753272,13,1,0
LAW.P.A250,7m,7.0,140-160mm,feeder,Permission not granted,-26.37473357,27.813534060303823,14,1,0
LAW.P.A251,7m,7.0,140-160mm,feeder,Permission not granted,-26.37437702,27.813486433955273,14,1,0
LAW.P.A252,7m,7.0,120-140mm,distribution,Permission not granted,-26.37436924,27.813647409805537,14,1,0
LAW.P.A253,7m,7.0,120-140mm,distribution,Permission not granted,-26.37433344,27.814005680422014,14,1,0
LAW.P.A254,7m,7.0,120-140mm,distribution,Permission not granted,-26.37428903,27.814364571170596,14,1,0
LAW.P.A255,7m,7.0,120-140mm,distribution,Permission not granted,-26.37425988,27.81473587473872,14,1,0
LAW.P.A256,7m,7.0,120-140mm,distribution,Permission not granted,-26.37425044,27.81488519,14,1,0
LAW.P.A257,7m,7.0,120-140mm,distribution,Permission not granted,-26.37423693,27.815131259244875,14,1,0
LAW.P.A258,7m,7.0,120-140mm,distribution,Permission not granted,-26.37423564,27.815235951398428,14,1,0
LAW.P.A259,7m,7.0,120-140mm,distribution,Permission not granted,-26.37423749,27.81551559845738,14,1,0
LAW.P.A260,7m,7.0,140-160mm,feeder,Permission not granted,-26.37425538,27.815866249650785,14,1,0
LAW.P.A261,7m,7.0,120-140mm,distribution,Permission not granted,-26.37471544,27.813674834150486,14,1,0
