No.,File Name,Pole ID,Status,Full Address,Latitude,Longitude,GPS Coordinates,Date/Time
185,OLQR7875.JPG,ETT-0185,PENDING,,,,,
186,ONHR8259.JPG,ETT-0186,PENDING,,,,,
187,OQME9639.JPG,ETT-0187,PENDING,,,,,
188,OSEG0763.JPG,ETT-0188,PENDING,,,,,
189,OTQD9838.JPG,ETT-0189,PENDING,,,,,
190,OXDW8491.JPG,ETT-0190,PENDING,,,,,
191,OZXU2615.JPG,ETT-0191,PENDING,,,,,
192,PBAM8802.JPG,ETT-0192,PENDING,,,,,
193,PCFN7486.JPG,ETT-0193,PENDING,,,,,
194,PCUC0627.JPG,ETT-0194,PENDING,,,,,
195,PEPE9831.JPG,ETT-0195,PENDING,,,,,
196,PGCF9468.JPG,ETT-0196,PENDING,,,,,
197,PGCV4444.JPG,ETT-0197,PENDING,,,,,
198,PIBP1507.JPG,ETT-0198,PENDING,,,,,
199,PLRF4639.JPG,ETT-0199,PENDING,,,,,
200,PMNA6651.JPG,ETT-0200,PENDING,,,,,
201,PMRB1485.JPG,ETT-0201,PENDING,,,,,
202,POPM1636.JPG,ETT-0202,PENDING,,,,,
203,PPBN0325.JPG,ETT-0203,PENDING,,,,,
204,PPNO2972.JPG,ETT-0204,PENDING,,,,,
205,PRBU0329.JPG,ETT-0205,PENDING,,,,,
206,PSQY8436.JPG,ETT-0206,PENDING,,,,,
207,PXFC6466.JPG,ETT-0207,EXTRACTED,"2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.384564,27.806597,"-26.384564, 27.806597",07/24/2025 03:04 PM GMT+02:00
208,PYQN5343.JPG,ETT-0208,PENDING,,,,,
209,QDHP9454.JPG,ETT-0209,PENDING,,,,,
210,QEMX6173.JPG,ETT-0210,PENDING,,,,,
211,QEYO6451.JPG,ETT-0211,PENDING,,,,,
212,QFBI0536.JPG,ETT-0212,PENDING,,,,,
213,QGQW6325.JPG,ETT-0213,PENDING,,,,,
214,QHJM5322.JPG,ETT-0214,PENDING,,,,,
215,QISB6021.JPG,ETT-0215,PENDING,,,,,
216,QJTL3972.JPG,ETT-0216,PENDING,,,,,
217,QPNU3323.JPG,ETT-0217,PENDING,,,,,
218,QRVR5538.JPG,ETT-0218,PENDING,,,,,
219,QSJK9547.JPG,ETT-0219,PENDING,,,,,
220,QTWN6652.JPG,ETT-0220,PENDING,,,,,
221,QUBF3025.JPG,ETT-0221,PENDING,,,,,
222,QUEF8227.JPG,ETT-0222,PENDING,,,,,
223,QWAQ0973.JPG,ETT-0223,PENDING,,,,,
224,QXMW5588.JPG,ETT-0224,PENDING,,,,,
225,QYEX8313.JPG,ETT-0225,PENDING,,,,,
226,RANQ2421.JPG,ETT-0226,PENDING,,,,,
227,RBDR1618.JPG,ETT-0227,PENDING,,,,,
228,RBME2613.JPG,ETT-0228,PENDING,,,,,
229,RCFV2055.JPG,ETT-0229,PENDING,,,,,
230,RDUR8368.JPG,ETT-0230,PENDING,,,,,
231,REUZ6322.JPG,ETT-0231,PENDING,,,,,
232,RGVS8431.JPG,ETT-0232,PENDING,,,,,
233,RIPS1350.JPG,ETT-0233,PENDING,,,,,
234,RKQK9913.JPG,ETT-0234,PENDING,,,,,
235,RLRM6338.JPG,ETT-0235,PENDING,,,,,
236,RMWI0729.JPG,ETT-0236,PENDING,,,,,
237,RNFJ1063.JPG,ETT-0237,PENDING,,,,,
238,RORW7026.JPG,ETT-0238,PENDING,,,,,
239,RQBM3981.JPG,ETT-0239,EXTRACTED,"13 Enoch Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.380007,27.808841,"-26.380007, 27.808841",07/23/2025 02:15 PM GMT+02:00
240,RRBU4373.JPG,ETT-0240,PENDING,,,,,
241,RRVZ4173.JPG,ETT-0241,PENDING,,,,,
242,RTLP0314.JPG,ETT-0242,PENDING,,,,,
243,RVUP3831.JPG,ETT-0243,PENDING,,,,,
244,RYPS9931.JPG,ETT-0244,PENDING,,,,,
245,SATI5739.JPG,ETT-0245,PENDING,,,,,
246,SBDL9139.JPG,ETT-0246,PENDING,,,,,
247,SCJH9451.JPG,ETT-0247,PENDING,,,,,
248,SFBN5016.JPG,ETT-0248,PENDING,,,,,
249,SFQG5322.JPG,ETT-0249,PENDING,,,,,
250,SGZE6472.JPG,ETT-0250,PENDING,,,,,
251,SHEZ6439.JPG,ETT-0251,PENDING,,,,,
252,SJBV8316.JPG,ETT-0252,PENDING,,,,,
253,SJPC4833.JPG,ETT-0253,PENDING,,,,,
254,SLPP5614.JPG,ETT-0254,PENDING,,,,,
255,SOXC2672.JPG,ETT-0255,PENDING,,,,,
256,SRMV1633.JPG,ETT-0256,PENDING,,,,,
257,STFG3263.JPG,ETT-0257,PENDING,,,,,
