No.,File Name,Pole ID,Location,Full Address,Latitude,Longitude,GPS Coordinates,Date/Time,Verification Status
34,CMFB6989.JPG,ETT-0034,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
35,CNPR3546.JPG,ETT-0035,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
36,CPIY3449.JPG,ETT-0036,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
37,CRCM2517.JPG,ETT-0037,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
38,CURY0142.JPG,ETT-0038,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
39,CUZE5708.JPG,ETT-0039,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
40,CVYD6786.JPG,ETT-0040,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
41,CWVA8617.JPG,ETT-0041,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
42,DIVV9861.JPG,ETT-0042,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
43,DLED9593.JPG,ETT-0043,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
44,DMWX1009.JPG,ETT-0044,"Lawley, Gauteng, South Africa","Barracuda Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.390316,27.810644,"-26.390316, 27.810644",07/23/2025 11:02 AM GMT+02:00,Verified
45,DSSJ8820.JPG,ETT-0045,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
46,DWIS9846.JPG,ETT-0046,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
47,DXGS2451.JPG,ETT-0047,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
48,ECAT6148.JPG,ETT-0048,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
49,EGVZ5387.JPG,ETT-0049,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
50,EJGI5277.JPG,ETT-0050,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
51,EJOW5275.JPG,ETT-0051,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
52,EKVB0045.JPG,ETT-0052,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
53,ELEF5957.JPG,ETT-0053,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
54,ELGT6458.JPG,ETT-0054,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
55,EOCV4425.JPG,ETT-0055,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
56,EOIZ5717.JPG,ETT-0056,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
57,ETTC0277.JPG,ETT-0057,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
58,EWBU1563.JPG,ETT-0058,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
59,EWPN3355.JPG,ETT-0059,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
60,EYVK8258.JPG,ETT-0060,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
61,FCRK6534.JPG,ETT-0061,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
62,FEDH2359.JPG,ETT-0062,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
63,FGYH9883.JPG,ETT-0063,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
64,FKAS6112.JPG,ETT-0064,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
65,FOBP7095.JPG,ETT-0065,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
66,FPRN8261.JPG,ETT-0066,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
67,FPUA8230.JPG,ETT-0067,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
68,FQHP7703.JPG,ETT-0068,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
69,FRZT7746.JPG,ETT-0069,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
70,FSIE6113.JPG,ETT-0070,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
71,FUUK5806.JPG,ETT-0071,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
72,FVNM8623.JPG,ETT-0072,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
73,FWNA8701.JPG,ETT-0073,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
74,FZCN1104.JPG,ETT-0074,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
75,GBBN9148.JPG,ETT-0075,"Lawley, Gauteng, South Africa","Siyabonga Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.378948,27.809967,"-26.378948, 27.809967",07/23/2025 01:56 PM GMT+02:00,Verified
76,GDJF1059.JPG,ETT-0076,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
77,GFXE6104.JPG,ETT-0077,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
78,GHOQ0380.JPG,ETT-0078,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
79,GPLX1215.JPG,ETT-0079,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
80,GTVE5972.JPG,ETT-0080,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
81,GUFJ6642.JPG,ETT-0081,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
82,GVSQ9506.JPG,ETT-0082,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
83,GXLF7888.JPG,ETT-0083,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
84,GXPW1294.JPG,ETT-0084,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
85,GYRT1650.JPG,ETT-0085,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
86,GZAZ0002.JPG,ETT-0086,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
87,GZZE1257.JPG,ETT-0087,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
88,HEBR8966.JPG,ETT-0088,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
89,HFJW0466.JPG,ETT-0089,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
90,HJTK6524.JPG,ETT-0090,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
91,HNWT8378.JPG,ETT-0091,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
92,HRHV1719.JPG,ETT-0092,"Lawley, Gauteng, South Africa","5th Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.382739,27.805834,"-26.382739, 27.805834",07/24/2025 03:35 PM GMT+02:00,Verified
93,HXDI7619.JPG,ETT-0093,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
94,IHDN2384.JPG,ETT-0094,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
95,IKNO0666.JPG,ETT-0095,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
96,INYM6657.JPG,ETT-0096,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
97,ITSN6013.JPG,ETT-0097,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
98,IWTO6731.JPG,ETT-0098,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
99,IXQJ4199.JPG,ETT-0099,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
100,JIUI4919.JPG,ETT-0100,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
101,JJBK8199.JPG,ETT-0101,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
102,JKEY8710.JPG,ETT-0102,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
103,JQYR2834.JPG,ETT-0103,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
104,JSFY9917.JPG,ETT-0104,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
105,JUBJ3863.JPG,ETT-0105,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
106,JUGV5500.JPG,ETT-0106,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
107,JVEI9420.JPG,ETT-0107,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
108,JVZY2095.JPG,ETT-0108,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
109,JWBW3753.JPG,ETT-0109,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
110,JWGZ7542.JPG,ETT-0110,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
111,JWJO4732.JPG,ETT-0111,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
112,JXDE5450.JPG,ETT-0112,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
113,JYNV5321.JPG,ETT-0113,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
114,KCKK0959.JPG,ETT-0114,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
115,KCXA7871.JPG,ETT-0115,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
116,KFYR6665.JPG,ETT-0116,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
117,KGCJ1211.JPG,ETT-0117,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
118,KLDO0620.JPG,ETT-0118,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
119,KLUE5207.JPG,ETT-0119,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
120,KQKK4522.JPG,ETT-0120,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
121,KRAU3608.JPG,ETT-0121,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
122,KRDH4855.JPG,ETT-0122,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
123,KSGK5207.JPG,ETT-0123,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
124,KSZA3267.JPG,ETT-0124,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
125,KUDQ9215.JPG,ETT-0125,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
126,LAMD3284.JPG,ETT-0126,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
127,LBBM2217.JPG,ETT-0127,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
128,LDWE5504.JPG,ETT-0128,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
129,LEFU9103.JPG,ETT-0129,"Lawley, Gauteng, South Africa","Piranha Crescent, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.39649,27.813118,"-26.39649, 27.813118",07/23/2025 11:22 AM GMT+02:00,Verified
130,LEQB9539.JPG,ETT-0130,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
131,LLDF1597.JPG,ETT-0131,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
132,LPAD7111.JPG,ETT-0132,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
133,LPIC8864.JPG,ETT-0133,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
134,LQKO5148.JPG,ETT-0134,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
135,LQZU0957.JPG,ETT-0135,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
136,LRUC4371.JPG,ETT-0136,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
137,LRWE3363.JPG,ETT-0137,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
138,LTDX9851.JPG,ETT-0138,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
139,LTZI0059.JPG,ETT-0139,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
140,LWVL1065.JPG,ETT-0140,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
141,LWZP8195.JPG,ETT-0141,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
142,MAFW4938.JPG,ETT-0142,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
143,MAQJ2478.JPG,ETT-0143,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
144,MBGP6121.JPG,ETT-0144,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
145,METX0463.JPG,ETT-0145,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
146,MJKL9606.JPG,ETT-0146,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
147,MMJE6410.JPG,ETT-0147,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
148,MQJO4808.JPG,ETT-0148,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
149,MSHD1100.JPG,ETT-0149,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
150,MUVG4780.JPG,ETT-0150,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
151,MVDD5001.JPG,ETT-0151,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
152,NBKS9554.JPG,ETT-0152,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
153,NFPG0936.JPG,ETT-0153,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
154,NFTY2403.JPG,ETT-0154,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
155,NHET7589.JPG,ETT-0155,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
156,NMDI1270.JPG,ETT-0156,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
157,OCZK0771.JPG,ETT-0157,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
158,OFDO0961.JPG,ETT-0158,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
159,OFVD9641.JPG,ETT-0159,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
160,OGKR5607.JPG,ETT-0160,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
161,OJCP7199.JPG,ETT-0161,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
162,OLWW2289.JPG,ETT-0162,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
163,OOAS4702.JPG,ETT-0163,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
164,OORX2011.JPG,ETT-0164,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
165,OPCL9647.JPG,ETT-0165,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
166,OQQK0399.JPG,ETT-0166,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
167,ORAY5913.JPG,ETT-0167,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
168,OSYM6192.JPG,ETT-0168,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
169,OYGM8276.JPG,ETT-0169,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
170,OYQU1252.JPG,ETT-0170,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
171,PFTC5891.JPG,ETT-0171,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
172,PFZK4298.JPG,ETT-0172,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
173,PHLQ5468.JPG,ETT-0173,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
174,PKSM5427.JPG,ETT-0174,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
175,PMOI0570.JPG,ETT-0175,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
176,POKR1584.JPG,ETT-0176,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
177,PVFU5787.JPG,ETT-0177,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
178,PXFC6466.JPG,ETT-0178,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.384564,27.806597,"-26.384564, 27.806597",07/24/2025 03:04 PM GMT+02:00,Verified
179,PXMG6451.JPG,ETT-0179,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
180,PZLP3988.JPG,ETT-0180,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
181,PZLP6531.JPG,ETT-0181,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
182,QEMR7804.JPG,ETT-0182,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
183,QGPN5995.JPG,ETT-0183,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
184,QHDL4382.JPG,ETT-0184,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
185,QHJV5587.JPG,ETT-0185,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
186,QIZR3203.JPG,ETT-0186,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
187,QKAI8572.JPG,ETT-0187,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
188,QKJM0615.JPG,ETT-0188,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
189,QLOR1783.JPG,ETT-0189,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
190,QLZS2207.JPG,ETT-0190,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
191,QNAM7574.JPG,ETT-0191,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
192,QNTU5037.JPG,ETT-0192,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
193,QOCQ6232.JPG,ETT-0193,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
194,QPVF6496.JPG,ETT-0194,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
195,QRIQ8238.JPG,ETT-0195,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
196,QTFA6097.JPG,ETT-0196,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
197,QXXU4985.JPG,ETT-0197,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
198,RKGE6317.JPG,ETT-0198,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
199,RPBJ6661.JPG,ETT-0199,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
200,RPRQ0671.JPG,ETT-0200,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
201,RQBM3981.JPG,ETT-0201,"Lawley, Gauteng, South Africa","13 Enoch Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.380007,27.808841,"-26.380007, 27.808841",07/23/2025 02:15 PM GMT+02:00,Verified
202,RSIP4254.JPG,ETT-0202,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
203,RSSU1982.JPG,ETT-0203,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
204,RUCW4375.JPG,ETT-0204,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
205,RZNL7669.JPG,ETT-0205,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
206,RZPZ1249.JPG,ETT-0206,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
207,RZUQ0882.JPG,ETT-0207,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
208,SCAV0268.JPG,ETT-0208,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
209,SCPC2411.JPG,ETT-0209,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
210,SDRO4407.JPG,ETT-0210,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
211,SFKU5869.JPG,ETT-0211,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
212,SGGW4400.JPG,ETT-0212,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
213,SGOP2396.JPG,ETT-0213,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
214,SLTS7367.JPG,ETT-0214,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
215,SNZB2490.JPG,ETT-0215,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
216,SOHQ6720.JPG,ETT-0216,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
217,SPKH1135.JPG,ETT-0217,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
218,SSPG1126.JPG,ETT-0218,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
219,TBHV5255.JPG,ETT-0219,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
220,TCPI1013.JPG,ETT-0220,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
221,TELP8044.JPG,ETT-0221,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
222,TEWK4669.JPG,ETT-0222,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
223,TFGY3968.JPG,ETT-0223,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
224,TLNQ4300.JPG,ETT-0224,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
225,TNLM1397.JPG,ETT-0225,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
226,TUYE7948.JPG,ETT-0226,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
227,TVFQ6621.JPG,ETT-0227,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
228,TWOI4932.JPG,ETT-0228,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
229,UADC3182.JPG,ETT-0229,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
230,UAEF2339.JPG,ETT-0230,"Lawley, Gauteng, South Africa",Requires manual extraction from photo,,,,,Unverified
