Property ID,Status,Location Address,GPS Latitude,GPS Longitude,Field Agent,Last Modified,Import Date,Flagged Date
264577,Missing,579 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:46.554017+02,2025-07-21T09:06:33.957Z,2025-07-21
264578,Missing,579 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:47.173792+02,2025-07-21T09:06:33.957Z,2025-07-21
264579,Missing,18 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:47.887105+02,2025-07-21T09:06:33.957Z,2025-07-21
264580,Missing,18 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:48.58111+02,2025-07-21T09:06:33.957Z,2025-07-21
264581,Missing,18 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:49.084584+02,2025-07-21T09:06:33.957Z,2025-07-21
264582,Missing,579 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:49.610099+02,2025-07-21T09:06:33.957Z,2025-07-21
264583,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:50.162581+02,2025-07-21T09:06:35.557Z,2025-07-21
264584,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:50.896685+02,2025-07-21T09:06:35.557Z,2025-07-21
264585,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:51.519784+02,2025-07-21T09:06:35.557Z,2025-07-21
264586,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:52.428059+02,2025-07-21T09:06:35.557Z,2025-07-21
264587,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:53.160634+02,2025-07-21T09:06:35.557Z,2025-07-21
264588,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:54.26373+02,2025-07-21T09:06:35.557Z,2025-07-21
264589,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:54.8832+02,2025-07-21T09:06:35.557Z,2025-07-21
264590,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:55.482712+02,2025-07-21T09:06:35.557Z,2025-07-21
264591,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:56.721459+02,2025-07-21T09:06:35.557Z,2025-07-21
264592,Missing,5 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:57.570708+02,2025-07-21T09:06:35.557Z,2025-07-21
264593,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:58.261405+02,2025-07-21T09:06:35.558Z,2025-07-21
264594,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:59.02315+02,2025-07-21T09:06:35.558Z,2025-07-21
264596,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:57:59.818023+02,2025-07-21T09:06:35.558Z,2025-07-21
264597,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:00.459731+02,2025-07-21T09:06:35.558Z,2025-07-21
264598,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:01.002964+02,2025-07-21T09:06:35.558Z,2025-07-21
264599,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:01.731139+02,2025-07-21T09:06:35.558Z,2025-07-21
264600,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:02.381974+02,2025-07-21T09:06:35.558Z,2025-07-21
264601,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:03.03812+02,2025-07-21T09:06:35.558Z,2025-07-21
264602,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:03.693817+02,2025-07-21T09:06:35.558Z,2025-07-21
264603,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:04.388389+02,2025-07-21T09:06:35.558Z,2025-07-21
264604,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:04.928306+02,2025-07-21T09:06:35.558Z,2025-07-21
264605,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:05.838953+02,2025-07-21T09:06:35.558Z,2025-07-21
264606,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:06.613014+02,2025-07-21T09:06:35.558Z,2025-07-21
264607,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:07.265178+02,2025-07-21T09:06:35.558Z,2025-07-21
264608,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:07.998804+02,2025-07-21T09:06:35.558Z,2025-07-21
264609,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:08.905127+02,2025-07-21T09:06:35.558Z,2025-07-21
264610,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:09.472099+02,2025-07-21T09:06:35.558Z,2025-07-21
264611,Missing,3 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:10.171537+02,2025-07-21T09:06:35.558Z,2025-07-21
264612,Missing,617 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:10.838854+02,2025-07-21T09:06:35.558Z,2025-07-21
264613,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:11.38913+02,2025-07-21T09:06:35.558Z,2025-07-21
264614,Missing,640 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:12.069123+02,2025-07-21T09:06:35.558Z,2025-07-21
264615,Missing,641 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:12.798893+02,2025-07-21T09:06:35.557Z,2025-07-21
264616,Missing,641 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:13.414664+02,2025-07-21T09:06:35.557Z,2025-07-21
264617,Missing,641 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:14.036606+02,2025-07-21T09:06:35.557Z,2025-07-21
264618,Missing,639 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:14.623605+02,2025-07-21T09:06:35.558Z,2025-07-21
264619,Missing,639 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:15.219325+02,2025-07-21T09:06:35.558Z,2025-07-21
264620,Missing,619 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:15.998811+02,2025-07-21T09:06:35.558Z,2025-07-21
264621,Missing,619 BASS PLACE LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 11:58:19.310478+02,2025-07-21T09:06:35.558Z,2025-07-21
264647,Missing,18 BONITO CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 12:12:49.526323+02,2025-07-21T09:06:33.957Z,2025-07-21
264648,Missing,34 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 12:13:01.567158+02,2025-07-21T09:06:33.957Z,2025-07-21
264772,Missing,583 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 13:36:37.191982+02,2025-07-21T09:06:33.957Z,2025-07-21
264773,Missing,21 BLUEHEAD CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 13:36:37.50139+02,2025-07-21T09:06:33.957Z,2025-07-21
264774,Missing,3 MARLIN CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,,,No Agent,2025-05-21 13:36:38.009815+02,2025-07-21T09:06:36.119Z,2025-07-21
264775,Missing,40 MUSSEL CRACKER CRESCENT LAWLEY LENASIA 1824 GT 79800121 JHB,-26.3930423917696,27.8143178466025,No Agent,2025-05-21 13:36:39.251845+02,2025-07-21T07:55:55.618Z,2025-07-21
